"","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75"
"279",6,1,7,4,6,1,5,7,6,7,3,4,7,2,5,5,7,3,4,5,2,5,7,5,4,7,5,1,6,5,6,5,6,2,7,4,2,5,6,7,7,1,6,6,7,5,2,2,5,3,3,7,6,5,6,7,1,6,6,3,7,2,2,2,7,2,5,5,1,7,2,6,5
"280",6,3,2,2,7,2,2,5,6,6,2,3,4,1,6,6,6,5,4,4,6,4,7,2,1,7,4,2,7,5,6,7,3,7,5,5,2,1,6,6,5,5,7,5,4,6,1,4,2,6,5,7,5,4,7,7,2,4,6,2,7,4,3,3,3,1,6,3,3,6,1,6,4
"281",5,5,6,4,6,1,5,5,1,6,4,5,4,4,5,5,5,6,4,2,6,5,7,3,4,6,1,2,1,6,5,4,4,1,6,5,3,2,4,6,4,4,6,3,4,6,4,4,6,4,1,6,6,5,5,4,3,6,6,3,6,5,6,4,3,2,6,2,4,4,3,6,5
"282",5,3,3,4,5,2,4,6,6,7,2,5,2,1,5,3,5,2,4,5,5,4,2,2,5,6,5,2,3,4,4,5,5,2,5,1,3,2,5,7,4,5,7,7,6,6,2,3,4,4,2,7,2,4,6,6,1,5,5,3,6,2,3,3,5,1,7,3,2,4,2,6,4
"283",4,3,4,1,7,1,3,6,4,6,6,5,3,2,5,2,1,5,5,1,2,4,6,5,4,6,4,2,4,5,2,6,7,2,5,3,2,1,5,7,7,6,7,7,5,7,2,3,7,5,4,7,6,2,5,7,2,3,5,4,5,3,3,4,7,2,7,5,1,7,1,7,5
"284",3,2,3,6,4,1,2,3,6,6,2,6,3,3,4,2,4,2,4,2,4,6,3,2,2,6,5,1,4,4,2,5,6,2,4,4,1,1,4,4,4,4,4,2,6,6,2,3,2,6,3,7,5,2,5,6,1,4,4,2,5,2,5,5,3,2,6,2,1,3,1,6,2
"285",6,3,7,7,7,3,6,7,5,7,2,5,6,5,7,2,6,7,6,5,7,6,7,4,5,6,2,3,3,5,7,6,6,5,5,6,1,2,5,7,7,4,7,3,5,7,3,6,4,4,4,6,6,4,6,6,5,7,6,2,7,5,7,6,5,1,7,1,1,3,5,6,7
"286",7,6,7,2,6,2,1,7,6,7,4,4,6,5,7,2,7,4,6,2,7,7,6,2,5,7,1,1,1,5,6,6,7,1,6,5,1,1,7,7,6,7,7,3,2,6,2,2,6,6,1,6,2,5,7,7,2,5,6,6,7,2,7,6,5,1,7,2,1,7,1,7,6
"287",5,5,6,3,3,3,3,5,3,4,5,3,3,4,5,5,5,2,4,2,3,3,5,3,5,4,3,4,4,5,5,2,3,3,5,3,5,2,4,3,3,3,5,4,4,4,3,4,5,4,4,3,3,5,5,5,3,3,2,5,4,2,6,6,4,3,5,3,6,5,6,3,2
"288",5,5,6,3,5,2,2,6,7,5,5,3,4,5,3,4,4,4,3,3,4,3,6,2,2,6,5,3,4,4,4,4,4,3,3,3,4,2,4,6,4,3,4,6,4,5,3,4,6,5,4,6,3,4,5,4,2,2,4,5,3,3,3,4,5,3,5,5,4,6,4,4,4
"289",2,6,7,1,4,1,1,4,3,6,6,4,2,3,5,4,5,2,2,1,3,4,7,2,3,6,3,1,1,3,4,4,4,1,3,4,2,1,4,6,4,4,6,5,2,5,2,1,6,5,1,5,4,3,6,5,2,3,4,6,5,1,2,6,6,1,5,3,2,6,1,6,2
"290",6,3,6,5,6,3,6,6,6,6,5,6,6,2,6,5,5,6,5,2,6,5,6,5,6,6,5,2,3,6,6,7,6,2,7,5,3,3,2,6,5,6,7,6,5,5,2,3,5,6,2,6,5,3,6,6,3,6,6,5,7,5,6,6,5,2,6,5,3,6,6,6,5
"291",7,4,7,4,5,2,5,7,7,7,7,5,3,1,5,3,7,5,5,5,5,5,2,3,4,7,4,1,6,6,6,6,6,4,7,6,1,6,5,7,1,4,6,7,6,4,4,4,4,7,5,7,7,4,7,7,3,5,7,4,6,4,4,3,6,1,7,7,2,7,1,6,4
"292",2,1,3,5,5,2,2,3,7,6,1,6,5,5,5,2,5,6,2,3,3,5,6,1,3,6,6,1,7,5,2,6,6,1,6,4,1,1,6,6,6,5,5,6,7,7,1,3,6,6,4,7,3,3,6,6,2,5,5,3,5,2,2,3,6,2,6,5,2,6,3,6,5
"293",5,2,6,4,5,2,3,4,5,6,2,5,3,3,5,3,5,5,4,1,6,3,6,5,4,5,2,2,2,5,5,5,4,3,6,3,4,2,4,7,5,6,7,7,6,7,3,3,7,6,1,7,3,3,6,6,2,6,6,6,7,3,3,3,3,3,7,3,4,6,2,5,5
"294",5,4,2,5,3,2,3,6,6,6,2,5,3,2,5,3,5,3,4,5,3,6,6,2,3,5,4,3,4,5,7,7,5,5,7,5,3,1,4,7,4,7,5,3,6,5,2,2,5,7,5,7,6,3,7,6,1,7,5,6,5,3,1,3,7,2,7,5,3,7,5,6,4
"295",4,7,5,6,6,3,5,7,6,7,7,5,6,5,5,4,5,5,4,4,3,6,7,4,5,5,5,7,6,5,5,5,6,4,5,5,3,3,4,7,7,5,3,4,7,7,4,4,4,7,5,6,3,5,6,5,2,4,5,3,3,4,1,4,5,7,6,4,3,7,5,7,4
"296",1,5,6,1,4,6,4,2,7,6,4,7,6,4,7,1,7,7,5,5,3,7,5,7,7,7,7,3,7,7,6,7,7,7,6,6,4,4,5,4,4,7,6,3,7,2,2,7,1,6,6,7,3,5,7,7,2,6,7,6,6,2,3,5,4,6,7,2,4,6,2,4,2
"297",1,3,6,5,7,3,7,6,6,7,7,6,1,4,6,1,7,5,4,6,4,6,7,6,3,7,4,7,3,6,5,7,7,7,6,5,2,5,7,6,6,6,7,6,7,7,3,5,5,4,4,7,4,6,7,7,2,7,5,4,7,3,1,3,7,7,7,4,1,1,1,7,7
"298",4,3,5,5,5,1,4,5,6,5,4,6,5,2,3,2,5,5,5,6,5,7,4,6,4,6,5,4,4,6,6,6,6,6,5,5,4,6,4,4,4,4,5,5,5,3,3,5,3,5,5,5,6,6,6,5,5,6,4,3,6,5,2,5,6,6,5,2,3,4,5,4,6
"299",7,2,4,4,6,7,2,6,4,7,1,4,4,4,6,4,5,6,4,6,4,4,4,4,5,6,5,1,4,6,5,7,7,4,7,6,4,7,6,6,6,7,7,4,7,6,5,5,3,4,4,7,5,6,7,7,5,7,6,4,7,7,4,4,7,2,6,2,4,5,5,6,4
"300",7,2,7,4,7,3,5,4,4,7,2,6,3,4,7,6,7,6,6,3,7,5,4,4,4,7,4,3,1,6,6,7,5,2,7,6,4,4,4,7,4,4,7,5,4,5,2,6,5,6,4,5,4,7,6,7,5,7,7,4,5,4,7,4,5,4,7,4,3,7,3,7,4
"301",5,6,5,5,6,5,5,6,7,7,6,6,7,6,6,1,3,5,6,5,6,2,7,6,5,6,6,5,7,6,6,5,7,6,6,5,3,5,3,7,6,3,6,7,7,5,4,5,4,6,5,6,5,4,6,7,5,6,6,4,6,6,6,6,6,5,6,7,3,2,6,6,4
"302",6,6,6,6,6,2,7,6,6,6,6,6,6,5,6,6,6,6,4,2,6,6,7,4,6,6,5,2,6,6,7,6,6,2,5,6,2,2,4,6,7,6,6,6,6,6,2,6,6,5,5,7,3,6,6,7,6,5,6,4,6,6,6,3,6,2,6,6,2,6,5,7,6
"303",4,6,5,5,6,4,5,5,6,7,5,5,3,5,5,3,5,6,6,4,5,5,6,3,5,6,4,2,7,5,5,5,5,4,5,5,2,1,5,6,5,3,5,2,6,5,4,5,5,6,3,5,4,5,5,5,4,5,5,4,5,5,4,5,3,2,6,3,2,7,4,6,4
"304",5,4,7,6,5,2,4,6,5,7,6,6,5,4,5,3,6,5,6,1,7,5,6,4,4,6,4,2,1,5,6,5,4,3,5,5,6,1,4,6,5,2,5,4,4,6,4,4,4,4,4,3,5,5,5,7,2,5,6,3,7,5,5,7,6,1,6,4,3,6,4,7,5
"305",5,3,6,5,5,2,4,6,6,6,4,5,4,2,6,3,6,5,5,2,7,6,2,4,4,7,5,3,5,5,6,5,6,3,6,2,2,3,4,6,5,3,7,4,6,7,3,5,6,7,5,6,5,5,6,7,3,6,5,5,6,3,5,7,4,3,7,6,2,6,3,6,6
"306",6,6,5,5,6,3,5,6,6,6,6,6,6,6,5,3,6,6,5,4,6,6,4,5,6,6,5,5,5,5,6,5,6,4,6,6,4,2,6,4,4,6,6,6,6,5,4,5,5,6,5,6,2,6,6,6,3,7,6,6,6,5,5,6,4,4,6,4,5,6,6,6,6
"307",2,2,3,5,3,5,6,2,2,5,5,6,5,2,4,3,6,5,5,6,3,6,6,7,4,2,6,6,3,6,5,6,6,5,5,4,3,7,6,3,6,5,2,4,4,2,4,2,2,5,5,2,2,5,3,7,6,5,5,2,6,6,4,2,5,7,3,1,3,3,1,5,5
"308",3,3,6,3,4,3,5,6,6,5,3,5,5,3,6,4,6,5,5,3,3,6,6,5,5,5,5,1,2,6,7,6,6,2,6,4,2,2,6,3,5,6,5,5,5,6,3,5,6,4,2,6,4,5,6,5,4,7,6,5,5,5,3,3,5,3,6,5,1,5,5,6,5
"309",6,6,6,2,6,2,5,6,6,6,6,6,6,5,6,6,6,5,4,6,6,6,6,2,2,6,2,2,5,5,6,6,6,5,5,2,6,2,6,6,2,2,6,2,6,5,2,6,6,6,6,4,2,5,6,6,2,6,6,6,5,5,6,6,6,5,6,6,6,6,2,6,6
"310",5,1,6,6,6,2,6,7,6,7,1,7,5,5,7,6,7,5,4,3,7,5,6,6,6,6,5,2,6,6,3,6,5,3,7,3,1,1,7,7,6,7,7,6,6,6,2,3,7,6,6,7,6,5,7,7,2,7,7,2,5,5,6,3,6,2,7,6,1,7,1,7,4
"312",5,5,6,5,6,1,5,7,6,6,6,5,4,3,7,2,6,4,4,1,3,5,7,3,2,7,5,3,3,5,5,6,6,2,5,5,1,1,6,7,7,6,7,7,4,7,2,5,5,7,5,7,6,5,7,7,3,6,7,2,6,3,3,3,4,3,7,6,2,7,3,6,5
"313",6,5,6,5,5,5,5,6,5,7,5,6,6,6,6,3,6,6,6,5,6,7,5,3,5,6,5,3,5,5,6,6,5,1,5,5,3,3,1,6,1,2,7,6,6,6,2,5,3,2,2,7,5,5,6,7,5,5,5,2,7,5,7,7,6,1,6,6,3,6,6,7,5
"314",5,2,5,5,2,2,2,4,2,3,2,5,2,2,3,3,5,5,3,2,5,5,4,2,4,5,3,2,2,5,6,5,5,2,4,2,1,1,5,3,3,4,5,3,2,2,2,3,3,3,2,3,2,5,5,5,2,5,5,3,6,2,5,2,3,2,6,2,1,3,2,6,3
"315",7,7,7,5,7,2,4,7,7,7,5,7,5,5,7,1,7,7,3,4,7,6,7,7,6,7,5,3,5,7,7,6,5,3,6,6,1,2,7,7,7,1,7,7,7,7,4,5,7,7,5,7,7,4,7,7,3,6,7,7,7,7,7,7,7,4,7,3,1,7,4,7,6
"316",6,7,7,5,6,3,5,3,7,7,6,6,6,2,6,3,7,5,6,6,6,6,4,4,3,7,6,3,7,6,7,7,7,5,6,5,2,3,5,6,5,6,6,5,7,2,2,5,5,6,7,7,6,5,6,6,1,6,6,5,6,5,6,3,5,3,6,7,2,3,6,2,6
"317",5,3,6,6,5,3,4,4,5,6,3,6,5,2,6,4,7,5,5,4,5,5,5,5,5,6,4,4,3,6,6,6,5,4,6,6,2,4,5,6,5,6,6,4,5,5,5,4,5,5,4,5,6,5,6,7,6,5,6,5,6,4,5,5,6,4,5,3,3,5,4,7,5
"318",4,3,7,5,6,3,6,5,6,6,2,6,6,3,6,6,5,6,4,2,6,6,7,2,6,6,4,2,5,6,6,6,6,2,5,5,3,2,4,7,7,6,7,5,5,7,2,6,7,5,5,7,5,6,5,6,2,7,7,5,7,4,5,5,5,1,7,3,2,5,6,7,5
"319",6,7,7,6,7,2,6,7,7,7,6,7,7,6,6,2,7,5,5,5,7,5,7,5,5,7,5,5,7,5,7,7,7,5,7,5,2,5,5,7,7,1,7,6,7,7,6,6,6,7,5,7,5,6,7,7,6,7,7,1,7,7,5,6,5,6,7,2,2,7,1,7,6
"320",2,3,6,2,5,2,6,6,3,6,3,5,5,2,6,5,6,3,3,2,6,6,2,2,3,6,5,2,5,3,5,6,5,2,6,5,2,2,5,3,6,5,5,6,3,6,6,3,2,2,2,7,5,2,5,6,5,3,5,2,5,3,3,2,2,2,6,3,3,3,2,6,2
"321",6,6,6,2,6,5,5,6,6,6,5,3,2,5,6,3,6,6,5,2,6,6,5,6,6,6,5,5,5,5,5,5,2,5,6,5,5,3,7,6,6,4,6,3,6,6,4,5,6,6,3,6,3,6,6,6,2,6,6,4,6,3,6,6,7,5,6,3,5,6,3,7,6
"322",6,7,6,6,7,6,7,7,7,7,7,7,7,6,7,2,7,6,6,6,7,7,7,5,7,7,6,6,7,7,7,7,6,3,7,7,5,2,7,7,6,7,7,2,7,7,7,6,6,7,6,7,1,7,7,7,7,7,7,6,7,7,7,7,7,7,7,2,3,7,7,7,7
"323",5,4,6,5,3,2,5,6,6,6,3,5,4,5,6,5,5,5,4,2,4,4,6,4,4,6,5,2,4,5,6,6,6,4,5,3,3,2,6,7,3,2,6,5,5,6,2,4,5,6,2,6,3,4,6,6,4,5,6,4,6,2,5,4,6,2,6,5,3,6,3,6,5
"324",2,2,4,6,5,2,4,4,6,6,2,6,6,3,6,2,6,6,4,3,2,6,6,7,4,6,6,4,4,6,6,6,6,5,5,6,2,4,6,6,6,2,6,2,6,4,1,4,2,6,5,6,5,5,5,7,4,4,6,2,7,3,2,3,3,4,6,4,2,6,2,6,7
"325",2,3,3,6,2,2,3,5,5,3,5,3,6,5,4,3,7,3,3,6,4,6,3,3,3,4,3,4,3,6,6,2,3,6,3,6,4,6,3,5,5,3,3,5,4,5,3,5,3,4,3,4,6,3,6,3,3,3,2,6,3,2,3,3,5,4,4,5,3,4,5,3,3
"326",4,3,6,4,3,3,4,6,4,5,3,5,2,3,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,6,4,4,5,3,4,6,6,3,4,6,2,5,4,4,4,4,6,4,6,5,4,4,6,4,4,5,4,4,4,5,3,5,4,4,3,3,5,4,4,4
"327",6,5,6,6,6,6,6,6,6,6,5,6,6,4,6,2,6,6,5,5,6,5,6,4,6,6,5,6,5,6,6,6,5,6,4,6,4,5,6,6,6,6,6,3,6,6,3,6,6,6,6,6,3,6,6,6,3,6,6,4,6,5,5,4,6,6,6,2,4,6,5,6,6
"328",1,1,4,4,4,4,4,1,4,7,4,7,1,1,4,1,4,4,7,7,4,7,7,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,7,7,1,4,7,7,7,1,1,7,7,4,4,4,4,7,4,4,4,4,4,7,4,7,4,7,4,4,7,4,4,1,7,4
"329",6,3,2,4,5,2,2,2,6,6,2,6,3,2,6,4,5,4,4,2,3,5,5,4,4,5,4,3,6,5,5,5,6,5,5,5,2,4,4,5,2,4,6,4,6,6,2,2,7,6,5,7,7,5,6,6,3,4,6,5,5,3,2,2,6,2,3,2,3,5,2,4,5
"330",3,5,5,5,5,5,5,5,5,2,3,5,6,5,5,3,5,5,5,3,5,5,5,5,5,5,5,3,3,5,5,6,5,3,6,5,3,3,5,5,3,5,5,5,3,5,3,5,3,5,3,5,5,5,5,5,5,5,6,3,5,5,5,5,5,3,5,5,3,5,6,6,5
"331",3,4,3,4,5,2,3,6,6,6,3,5,6,5,5,5,6,5,5,5,6,4,6,5,6,6,5,3,5,5,2,6,5,3,6,5,5,3,6,6,5,4,6,6,6,6,3,3,4,6,5,7,6,5,6,6,3,6,6,5,6,6,6,6,6,3,6,4,5,6,2,6,4
"332",7,6,7,3,7,2,4,7,7,7,7,4,1,5,6,7,7,5,7,6,7,7,6,4,3,5,7,2,6,6,7,7,6,2,5,6,1,3,3,7,7,4,7,2,7,7,4,5,3,7,7,6,7,7,7,5,4,6,7,3,5,6,2,7,5,6,7,1,1,6,2,7,5
"333",6,6,4,5,5,1,2,5,5,7,6,5,3,2,6,5,5,5,5,3,5,5,6,1,1,6,4,2,3,5,5,5,5,3,5,5,1,1,2,6,6,5,6,7,5,6,2,4,7,3,3,6,6,5,5,5,2,5,5,4,5,3,5,5,1,3,6,3,1,6,2,6,5
"334",6,2,5,5,3,1,3,5,3,4,1,5,5,2,5,3,5,6,5,3,6,7,4,1,3,4,3,2,3,4,5,5,6,2,5,3,1,1,6,3,5,4,6,3,3,5,1,5,3,3,4,3,3,3,5,6,2,4,5,2,7,3,6,3,5,1,5,2,1,3,3,5,5
"335",5,4,2,4,4,2,3,7,6,7,5,5,1,4,5,4,6,5,4,3,3,5,6,4,4,6,5,6,5,5,5,5,6,6,3,5,3,4,6,6,6,6,6,5,6,5,3,3,3,6,4,7,5,5,7,7,2,4,5,4,6,4,5,4,6,5,7,5,3,7,1,6,5
"336",4,2,1,6,4,2,5,6,6,6,1,5,3,1,5,5,7,5,5,5,4,6,4,7,5,6,6,1,2,6,6,5,5,4,5,1,1,4,6,6,1,7,6,4,6,3,2,6,6,7,4,7,5,4,6,6,2,6,6,4,6,2,6,3,4,5,6,3,2,5,3,5,5
"337",2,2,1,4,6,1,2,5,5,6,2,6,3,1,6,3,3,3,7,6,2,6,6,1,4,7,6,2,5,6,6,4,6,1,3,6,1,2,4,6,6,6,7,1,6,7,5,2,6,7,5,6,2,1,5,5,1,4,3,4,6,2,5,3,2,1,6,2,1,4,2,6,5
"338",2,3,5,7,6,2,3,6,5,6,2,6,3,2,6,2,3,5,5,5,5,7,6,3,5,5,5,2,3,5,6,6,6,2,5,5,3,1,3,6,5,6,7,4,7,7,3,4,7,5,4,7,4,3,6,6,1,5,6,4,6,5,5,3,3,2,5,2,3,6,2,6,5
"339",3,4,3,5,5,4,4,4,6,5,4,5,3,3,5,3,5,4,6,3,3,6,4,4,4,5,4,4,5,5,5,5,6,3,4,5,2,5,4,5,3,4,5,4,5,6,2,5,4,6,5,5,4,4,5,5,2,5,5,4,6,3,5,3,4,2,5,4,2,4,3,5,5
"340",4,6,6,6,7,3,4,6,6,7,3,6,4,2,6,1,6,5,6,5,5,6,6,4,5,6,6,5,6,6,7,6,7,4,6,4,1,2,6,6,5,6,5,4,7,4,5,5,6,5,6,7,5,6,6,7,5,6,6,2,5,5,2,3,5,5,7,4,2,6,2,5,5
"341",6,5,7,7,7,1,5,7,6,7,2,7,7,5,7,2,7,6,6,1,7,7,5,3,5,7,5,1,1,6,7,7,5,3,6,4,1,3,5,5,7,1,7,7,7,6,1,3,5,5,2,6,5,2,7,7,6,5,7,3,7,4,7,5,7,1,7,6,2,7,3,7,5
"342",5,4,7,5,4,5,6,5,6,6,5,4,6,3,5,6,6,6,7,2,6,5,6,6,5,5,6,5,6,6,6,6,6,4,5,3,2,4,6,6,2,6,5,6,5,6,5,5,4,6,6,6,6,6,6,7,2,6,6,4,5,3,3,4,7,6,6,6,3,5,7,6,2
"344",5,5,7,6,7,3,6,6,6,7,3,6,6,5,7,2,7,6,4,5,6,7,2,3,6,7,5,3,6,6,7,7,6,5,7,5,1,3,6,6,2,6,6,6,6,6,2,6,7,6,5,7,5,6,7,7,5,7,7,6,7,5,6,3,5,2,7,3,2,6,2,7,6
"345",5,3,5,5,5,2,3,4,5,5,3,6,5,3,5,3,4,4,4,1,3,5,4,3,3,5,4,3,3,5,4,5,5,2,4,4,2,1,5,4,4,5,4,3,4,6,2,3,3,6,4,5,3,3,4,5,1,5,5,4,5,1,4,5,2,3,5,3,3,3,3,5,4
"346",2,5,5,7,6,4,4,5,7,7,6,7,3,3,6,2,6,6,6,6,7,6,4,4,6,6,6,4,7,6,7,6,5,4,6,6,3,4,5,7,6,4,7,4,6,6,5,5,3,7,6,7,5,5,7,7,6,6,6,4,7,5,7,2,4,4,7,4,2,7,1,6,6
"347",3,7,7,3,6,1,5,4,5,7,7,6,4,3,5,4,7,4,5,1,4,4,7,1,4,7,3,1,4,3,7,7,5,5,5,4,1,1,4,7,5,1,4,7,4,7,5,4,5,7,1,7,4,5,7,6,7,4,6,4,6,3,1,4,4,4,6,3,1,7,1,7,3
"348",5,4,5,5,6,2,4,7,5,7,7,6,6,2,7,3,4,5,4,2,6,5,4,5,4,7,6,1,4,6,6,7,7,1,4,3,1,2,6,6,4,4,7,6,7,5,2,5,5,4,3,6,6,4,7,7,2,6,7,5,7,3,4,3,6,2,7,1,1,6,1,7,6
"349",3,5,5,5,6,4,4,6,6,6,3,6,5,3,6,4,6,5,5,5,3,4,5,6,4,6,6,5,5,6,6,6,6,5,5,6,2,4,5,6,5,5,5,6,6,3,3,5,5,5,6,6,3,4,6,6,5,5,6,5,5,4,3,5,6,4,6,6,2,6,5,6,5
"350",3,4,4,6,6,3,5,4,6,6,3,7,3,5,6,2,6,6,5,5,3,6,5,5,4,6,5,4,5,6,7,7,7,4,5,6,4,4,4,7,6,5,5,2,4,7,6,4,2,5,4,6,3,5,6,6,4,4,6,4,4,5,1,5,4,4,6,2,4,6,2,7,6
"351",5,5,3,5,5,2,3,5,5,5,5,5,6,2,5,3,4,3,4,3,4,5,5,1,4,5,4,3,2,5,5,4,4,3,5,5,2,2,4,5,5,5,5,3,5,6,2,3,4,5,4,5,3,5,4,5,3,5,5,3,5,5,4,3,4,2,5,3,3,5,2,5,4
"352",1,2,1,7,7,7,7,7,1,4,1,7,1,1,7,1,7,7,4,7,1,7,1,7,7,6,5,1,1,4,5,7,7,7,7,4,1,1,4,3,1,7,7,1,7,7,1,1,6,6,1,7,5,7,7,7,1,7,4,3,7,4,1,1,1,1,6,1,1,1,5,7,7
"353",5,5,6,6,4,2,4,5,4,6,3,5,3,5,5,2,5,2,4,4,1,5,3,5,5,4,2,1,3,3,6,6,5,5,5,4,1,2,4,6,3,3,5,2,6,3,2,4,3,5,3,6,3,4,5,6,3,5,6,2,5,3,5,2,3,2,6,2,2,4,2,3,4
"354",6,4,4,4,3,1,2,4,4,7,5,4,3,7,5,4,4,4,3,4,4,4,5,1,2,4,5,3,4,3,6,1,3,3,5,4,6,2,1,6,3,2,4,4,4,4,3,3,3,6,2,6,5,2,5,4,5,4,4,5,4,5,4,4,2,1,5,3,4,5,1,5,2
"355",7,7,7,1,6,3,5,7,7,7,7,7,7,6,6,6,7,7,4,5,7,5,3,6,7,7,7,5,7,7,7,7,2,5,7,5,6,2,4,7,7,6,7,7,7,7,4,5,7,7,4,7,7,6,7,5,7,6,7,7,7,6,7,7,7,5,7,7,3,7,5,7,6
"356",7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
"357",2,4,6,6,1,1,1,5,1,3,1,5,5,1,4,3,5,4,3,1,4,3,7,1,3,5,2,1,2,1,3,4,6,1,1,2,3,1,5,3,5,4,5,5,3,3,1,1,7,2,1,6,5,2,4,5,1,4,4,3,4,1,4,3,4,1,6,1,2,5,2,6,1
"358",4,4,6,6,6,3,4,6,6,7,6,6,5,5,5,3,6,4,4,4,5,4,6,6,4,5,5,3,4,5,4,6,6,4,5,4,2,2,6,5,6,6,6,4,5,2,3,4,4,4,5,6,3,5,5,6,3,5,6,4,6,3,5,6,3,4,6,3,3,4,5,5,5
"359",3,4,5,4,5,1,4,6,5,6,2,4,4,4,5,3,5,4,4,4,3,4,6,4,3,4,3,3,5,5,5,5,6,4,4,5,3,2,6,6,5,4,4,4,6,5,3,4,4,5,4,6,3,4,6,7,4,4,4,4,6,3,3,2,3,3,4,3,3,6,5,6,4
"360",3,3,6,6,6,1,5,3,5,7,6,6,3,3,6,1,5,5,5,3,5,3,6,6,3,6,5,2,2,5,3,5,6,1,5,1,1,1,6,7,6,6,7,5,5,6,7,5,4,5,2,6,3,6,6,7,2,4,6,5,7,3,3,5,3,1,6,3,1,7,5,7,5
"361",2,3,3,5,7,3,5,6,6,7,3,4,5,4,5,3,6,6,5,5,3,5,7,3,6,7,4,3,5,5,5,6,5,4,5,4,2,2,5,7,6,7,6,3,5,6,3,4,6,6,4,7,5,6,7,7,4,6,6,4,6,3,2,4,5,4,6,2,1,7,2,4,4
"362",5,5,5,5,5,2,4,5,4,6,5,5,4,5,6,3,4,5,5,4,5,5,4,4,5,6,5,2,3,5,6,5,4,3,5,4,1,3,3,6,4,4,6,4,5,4,4,5,4,5,3,5,5,5,5,5,4,5,5,2,5,5,6,5,5,3,5,4,2,3,4,6,5
"363",5,3,5,5,4,3,3,5,5,5,2,5,3,3,5,4,6,5,5,4,3,5,5,6,4,4,3,3,5,5,5,5,6,3,5,5,2,1,6,4,3,4,5,3,5,4,3,5,4,5,5,5,3,4,5,6,3,5,5,3,5,4,3,3,4,2,5,3,2,4,2,5,4
"364",7,5,4,5,5,2,3,5,6,6,4,5,5,4,7,4,5,6,5,4,6,4,2,4,4,6,4,2,5,6,5,6,7,3,6,5,3,1,5,6,2,4,7,3,5,6,2,5,5,6,3,4,4,5,6,5,4,5,7,5,7,4,6,5,3,3,7,3,3,5,3,7,3
"365",3,6,5,3,4,4,3,5,3,4,2,3,5,4,5,2,5,4,4,5,2,5,4,6,4,4,4,3,6,3,4,5,3,4,5,4,5,2,4,3,5,4,4,4,4,5,5,5,3,5,3,7,4,4,5,4,4,5,3,3,5,5,3,3,4,5,5,3,2,3,4,3,5
"366",3,4,5,5,5,4,4,6,4,5,4,4,3,5,6,3,5,5,5,5,4,6,4,4,4,6,4,3,4,5,6,5,5,4,6,5,3,3,6,4,5,4,4,5,7,6,4,5,3,6,5,4,6,4,6,5,5,5,5,4,5,6,4,5,4,3,5,4,3,3,1,6,6
"367",5,2,7,7,6,1,6,6,6,7,4,6,6,5,6,2,7,5,6,6,4,6,5,4,6,7,3,3,5,3,7,6,6,5,6,5,2,2,4,7,2,3,4,4,5,6,4,6,2,7,6,7,3,5,6,7,6,5,6,4,6,6,5,6,4,4,7,3,3,2,4,5,6
"368",3,6,3,5,3,4,4,3,3,4,4,5,2,1,5,3,4,4,4,2,3,4,6,3,2,5,4,4,2,4,5,4,4,4,4,4,3,4,5,5,4,5,2,4,4,6,4,4,5,3,2,6,6,5,5,5,2,5,4,4,6,2,3,4,5,3,4,5,2,3,2,2,3
"370",5,2,5,2,5,4,4,5,6,5,2,5,2,3,5,3,6,5,2,2,3,4,7,6,4,6,4,2,5,6,6,5,6,5,5,4,3,1,5,5,5,6,6,5,5,7,2,2,7,6,2,7,3,4,6,6,2,5,6,5,6,2,3,4,3,3,6,2,2,4,4,6,4
"371",4,2,4,5,5,1,3,5,5,5,2,4,4,3,5,3,5,5,6,5,5,5,3,2,3,5,3,3,2,5,5,4,5,4,3,3,2,1,6,5,6,4,5,2,4,2,2,5,3,2,4,6,2,5,5,5,3,5,5,3,5,4,5,2,2,4,3,1,2,3,1,5,3
"372",3,2,5,2,3,1,3,3,6,5,2,5,2,1,5,2,6,1,4,2,3,5,6,2,4,7,5,2,1,5,3,2,5,2,5,1,1,1,5,5,3,3,7,2,7,5,1,3,3,6,3,7,2,2,5,7,1,3,3,5,6,1,2,6,3,1,7,1,1,5,1,7,1
